"","status","loan_amnt","term","annual_inc","dti","payment_inc_ratio","revol_bal","revol_util","purpose","home_ownership","delinq_2yrs_zero","pub_rec_zero","open_acc","grade","outcome","emp_length","purpose_","home_","emp_len_","borrower_score"
"159","Charged Off",5000,"36 months",61400,21.71,3.35277,16624,93.1,"home_improvement","MORTGAGE",1,1,11,4.4,"default",6,"home_improvement","MORTGAGE"," > 1 Year",0.45
"160","Charged Off",5000,"36 months",32000,20.93,6.43313,11606,98.4,"debt_consolidation","RENT",1,1,10,4.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.25
"161","Charged Off",8000,"36 months",35000,23.79,9.1656,7223,76,"credit_card","RENT",1,1,13,5.8,"default",5,"credit_card","RENT"," > 1 Year",0.35
"162","Charged Off",10000,"60 months",40000,12.75,7.7229,7803,72.2,"credit_card","OWN",1,1,13,2.2,"default",6,"credit_card","OWN"," > 1 Year",0.35
"163","Charged Off",5350,"36 months",52000,9.46,4.29623,21815,80.1,"home_improvement","MORTGAGE",1,1,14,4.8,"default",7,"home_improvement","MORTGAGE"," > 1 Year",0.35
"164","Charged Off",6000,"36 months",23040,12.66,9.77865,8282,62.3,"credit_card","RENT",1,1,6,6.8,"default",1,"credit_card","RENT"," > 1 Year",0.4
"165","Charged Off",19000,"60 months",38000,18.09,14.8377,8145,69.6,"debt_consolidation","OWN",1,1,15,3.4,"default",4,"debt_consolidation","OWN"," > 1 Year",0.45
"166","Charged Off",24000,"60 months",122400,9.98,4.25598,2844,25.9,"debt_consolidation","MORTGAGE",1,1,10,1.6,"default",2,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"167","Charged Off",2300,"36 months",78000,10.23,1.10092,15190,26.1,"other","MORTGAGE",1,1,18,6.6,"default",1,"other","MORTGAGE"," > 1 Year",0.5
"168","Charged Off",18800,"60 months",75000,11.73,8.18512,28858,93.1,"debt_consolidation","RENT",1,1,7,1.4,"default",8,"debt_consolidation","RENT"," > 1 Year",0.3
"169","Charged Off",5000,"36 months",21000,7.14,10.7486,496,99.2,"other","RENT",1,1,2,1.2,"default",6,"other","RENT"," > 1 Year",0.4
"170","Charged Off",17475,"60 months",56000,24.84,8.66464,15133,68.8,"other","RENT",1,1,11,3.6,"default",11,"other","RENT"," > 1 Year",0.4
"171","Charged Off",34475,"60 months",60000,20.02,16.1402,27747,53.2,"debt_consolidation","RENT",1,1,13,4.4,"default",9,"debt_consolidation","RENT"," > 1 Year",0.5
"172","Charged Off",10050,"60 months",74143,17.54,4.06614,15820,89.9,"home_improvement","MORTGAGE",1,1,10,3.6,"default",11,"home_improvement","MORTGAGE"," > 1 Year",0.25
"173","Charged Off",10000,"36 months",42000,16.37,9.94229,9886,81.7,"credit_card","RENT",1,1,11,4.8,"default",1,"credit_card","RENT"," > 1 Year",0.45
"174","Charged Off",35000,"60 months",90000,8.07,6.88,5660,25.3,"small_business","MORTGAGE",1,1,6,5.6,"default",4,"small_business","MORTGAGE"," > 1 Year",0.75
"175","Charged Off",18200,"36 months",42000,20.37,17.1997,10542,59.6,"debt_consolidation","RENT",1,1,10,5.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.45
"176","Charged Off",17000,"60 months",53000,21.03,8.85464,6427,84.6,"debt_consolidation","RENT",1,1,7,4.2,"default",10,"debt_consolidation","RENT"," > 1 Year",0.3
"177","Charged Off",11100,"36 months",45000,4.64,10.3003,9866,95.8,"debt_consolidation","RENT",1,1,3,4.8,"default",7,"debt_consolidation","RENT"," > 1 Year",0.65
"178","Charged Off",21000,"60 months",42000,15.8,14.9989,15184,74.2,"debt_consolidation","OWN",1,1,5,3.6,"default",8,"debt_consolidation","OWN"," > 1 Year",0.55
"179","Charged Off",18500,"36 months",112000,9.02,6.16671,5482,9.8,"debt_consolidation","RENT",1,1,10,6.6,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"180","Charged Off",8500,"36 months",27050,10.25,13.2497,5956,62.7,"credit_card","RENT",1,1,7,5,"default",0,"credit_card","RENT"," < 1 Year",0.45
"181","Charged Off",9500,"36 months",52000,18.95,7.35415,30817,64.5,"debt_consolidation","MORTGAGE",1,1,8,6,"default",6,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"182","Charged Off",12000,"60 months",165000,6.27,2.22807,5046,63.1,"debt_consolidation","RENT",0,1,5,4,"default",6,"debt_consolidation","RENT"," > 1 Year",0.5
"183","Charged Off",5000,"36 months",84855,14.14,2.19989,7295,20.5,"other","RENT",1,1,13,6.6,"default",0,"other","RENT"," < 1 Year",0.45
"184","Charged Off",4000,"36 months",47000,12.94,3.72511,2476,99,"other","RENT",1,1,3,2.2,"default",11,"other","RENT"," > 1 Year",0.25
"185","Charged Off",15000,"36 months",62000,18.77,9.73897,21777,43.8,"debt_consolidation","RENT",1,1,18,6,"default",5,"debt_consolidation","RENT"," > 1 Year",0.5
"186","Charged Off",16500,"36 months",64000,7.97,11.0717,16896,96,"credit_card","MORTGAGE",1,1,9,3.6,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.5
"187","Charged Off",4000,"36 months",25000,12.62,6.6816,5550,91,"debt_consolidation","OWN",1,1,5,4.8,"default",0,"debt_consolidation","OWN"," < 1 Year",0.55
"188","Charged Off",3000,"36 months",55000,9.75,2.16502,11679,92.7,"credit_card","RENT",1,1,12,5.6,"default",4,"credit_card","RENT"," > 1 Year",0.4
"189","Charged Off",3500,"36 months",175000,16.49,0.781783,54039,63.7,"medical","MORTGAGE",1,1,18,5.4,"default",11,"medical","MORTGAGE"," > 1 Year",0.6
"190","Charged Off",17500,"60 months",45256,22.01,10.0084,24200,63.7,"debt_consolidation","RENT",1,1,19,5.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.6
"191","Charged Off",35000,"60 months",165000,16.33,4.16858,26781,25.6,"other","MORTGAGE",1,1,9,2.8,"default",8,"other","MORTGAGE"," > 1 Year",0.6
"192","Charged Off",15000,"36 months",70000,8.25,8.94806,22077,91.8,"debt_consolidation","RENT",1,1,8,4.8,"default",4,"debt_consolidation","RENT"," > 1 Year",0.4
"193","Charged Off",12200,"60 months",35000,13.13,8.30674,2417,26,"debt_consolidation","MORTGAGE",1,0,5,4.4,"default",9,"debt_consolidation","MORTGAGE"," > 1 Year",0.65
"194","Charged Off",25000,"60 months",81000,12.62,6.22815,20969,70.9,"credit_card","RENT",1,1,13,3.4,"default",11,"credit_card","RENT"," > 1 Year",0.35
"195","Charged Off",7175,"36 months",60000,7.9,4.4902,9975,94.1,"small_business","RENT",1,1,4,6.8,"default",5,"small_business","RENT"," > 1 Year",0.45
"196","Charged Off",17000,"60 months",84000,10.19,6.55514,6766,76.9,"home_improvement","MORTGAGE",1,1,10,1.2,"default",6,"home_improvement","MORTGAGE"," > 1 Year",0.35
"197","Charged Off",16000,"36 months",70000,4.99,9.46131,3290,43.3,"debt_consolidation","MORTGAGE",1,1,6,4.6,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"198","Charged Off",10000,"60 months",56496,18.84,5.16079,14848,23.1,"debt_consolidation","RENT",1,1,11,5,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"199","Charged Off",8000,"36 months",42240,12.33,6.97813,9950,53.5,"credit_card","OWN",1,1,15,6.4,"default",11,"credit_card","OWN"," > 1 Year",0.75
"200","Charged Off",30000,"60 months",120000,9.17,7.7229,21673,66,"credit_card","OWN",1,1,6,2.2,"default",11,"credit_card","OWN"," > 1 Year",0.3
"201","Charged Off",15000,"36 months",90000,11.2,6.68307,14667,77.1,"debt_consolidation","RENT",1,1,8,5.8,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"202","Charged Off",8400,"36 months",72000,20.75,4.35567,3984,16,"debt_consolidation","RENT",0,1,8,6.6,"default",11,"debt_consolidation","RENT"," > 1 Year",0.55
"203","Charged Off",22750,"60 months",47840,19.31,15.2142,16509,62.8,"debt_consolidation","MORTGAGE",1,1,11,3,"default",1,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"204","Charged Off",5000,"60 months",17000,12.85,8.26235,3926,51.7,"major_purchase","RENT",1,1,13,4.4,"default",1,"major_purchase","RENT"," > 1 Year",0.55
"205","Charged Off",1400,"36 months",30108,20.29,1.77202,3344,33.4,"debt_consolidation","MORTGAGE",1,1,8,7,"default",0,"debt_consolidation","MORTGAGE"," < 1 Year",0.5
"206","Charged Off",2400,"36 months",43080,21.67,2.17772,4699,75.4,"debt_consolidation","RENT",1,1,5,5.4,"default",9,"debt_consolidation","RENT"," > 1 Year",0.25
"207","Charged Off",5000,"36 months",32500,16.32,5.66843,443,27.7,"other","OWN",1,1,12,6.4,"default",4,"other","OWN"," > 1 Year",0.35
"208","Charged Off",2400,"36 months",72000,17.38,1.289,36496,80.8,"wedding","MORTGAGE",1,1,8,5.2,"default",11,"other","MORTGAGE"," > 1 Year",0.25
"209","Charged Off",10000,"36 months",30000,16.56,14.3772,9781,88.1,"credit_card","RENT",1,1,11,3.8,"default",11,"credit_card","RENT"," > 1 Year",0.2
"210","Charged Off",10000,"36 months",26400,13.95,15.4232,8032,78,"debt_consolidation","RENT",1,1,7,4.2,"default",1,"debt_consolidation","RENT"," > 1 Year",0.7
"211","Charged Off",22800,"60 months",68000,10.02,10.0581,14174,65.6,"credit_card","RENT",1,1,11,3.6,"default",9,"credit_card","RENT"," > 1 Year",0.55
"212","Charged Off",3000,"36 months",18000,24.27,6.61533,6858,21.5,"small_business","RENT",1,1,4,5.6,"default",2,"small_business","RENT"," > 1 Year",0.5
"213","Charged Off",4200,"36 months",35000,21.91,4.42149,3826,63.8,"debt_consolidation","RENT",1,1,6,6.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.5
"214","Charged Off",7000,"60 months",50000,11.76,4.64592,10197,88.7,"credit_card","RENT",1,1,9,1.8,"default",6,"credit_card","RENT"," > 1 Year",0.4
"215","Charged Off",3600,"60 months",32000,17.25,3.44663,5944,68.3,"debt_consolidation","RENT",1,1,8,4,"default",2,"debt_consolidation","RENT"," > 1 Year",0.5
"216","Charged Off",14000,"60 months",27840,10.78,13.8823,1430,57.2,"small_business","MORTGAGE",1,1,5,4.2,"default",11,"small_business","MORTGAGE"," > 1 Year",0.45
"217","Charged Off",5325,"36 months",22000,12.55,9.70582,8766,88.5,"credit_card","RENT",1,1,7,5.8,"default",0,"credit_card","RENT"," < 1 Year",0.5
"218","Charged Off",14000,"36 months",35000,13.44,15.6353,13811,46.2,"debt_consolidation","OWN",1,1,8,5.4,"default",3,"debt_consolidation","OWN"," > 1 Year",0.5
"219","Charged Off",16000,"36 months",50000,19.44,13.2458,18998,90.9,"credit_card","RENT",1,1,8,4.6,"default",5,"credit_card","RENT"," > 1 Year",0.6
"220","Charged Off",4000,"60 months",48000,19.15,2.5745,16543,63.4,"debt_consolidation","RENT",1,1,9,2.2,"default",7,"debt_consolidation","RENT"," > 1 Year",0.45
"221","Charged Off",10000,"36 months",60000,17.18,6.7862,22174,86.6,"credit_card","RENT",1,1,9,4.2,"default",6,"credit_card","RENT"," > 1 Year",0.55
"222","Charged Off",5000,"36 months",30000,23.36,6.7092,6310,45.1,"debt_consolidation","RENT",1,1,8,6,"default",7,"debt_consolidation","RENT"," > 1 Year",0.4
"223","Charged Off",2800,"36 months",27000,13.2,3.872,8268,42.6,"other","RENT",1,1,6,6.6,"default",4,"other","RENT"," > 1 Year",0.6
"224","Charged Off",4000,"36 months",54000,17.53,2.70556,2529,8.2,"debt_consolidation","RENT",0,1,8,6.2,"default",3,"debt_consolidation","RENT"," > 1 Year",0.65
"225","Charged Off",4000,"36 months",42000,23.23,3.83371,4763,36.9,"debt_consolidation","MORTGAGE",0,1,18,6,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.25
"226","Charged Off",6000,"36 months",32000,17.81,7.63462,1524,21.2,"debt_consolidation","RENT",0,1,4,4.2,"default",2,"debt_consolidation","RENT"," > 1 Year",0.45
"227","Charged Off",2575,"36 months",44420,19.67,2.4443,10201,91.1,"debt_consolidation","RENT",1,1,11,5,"default",1,"debt_consolidation","RENT"," > 1 Year",0.35
"228","Charged Off",8000,"36 months",60000,19.9,5.156,0,0,"home_improvement","RENT",1,1,4,5.2,"default",0,"home_improvement","RENT"," < 1 Year",0.45
"229","Charged Off",6000,"36 months",39168,24.85,6.45925,6347,81.6,"debt_consolidation","MORTGAGE",1,0,13,5,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.45
"230","Charged Off",20000,"60 months",45000,10.16,12.4845,15197,88.7,"debt_consolidation","RENT",1,1,7,4.4,"default",5,"debt_consolidation","RENT"," > 1 Year",0.4
"231","Charged Off",25000,"60 months",76000,19.25,10.7413,13871,84.1,"credit_card","RENT",1,1,8,1.4,"default",11,"credit_card","RENT"," > 1 Year",0.45
"232","Charged Off",7200,"36 months",50000,22.06,5.7156,16852,65.3,"debt_consolidation","RENT",1,1,14,5.6,"default",1,"debt_consolidation","RENT"," > 1 Year",0.35
"233","Charged Off",5000,"36 months",42000,19.54,4.90143,8644,91,"debt_consolidation","MORTGAGE",1,1,5,4.4,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.2
"234","Charged Off",5500,"36 months",36500,16.73,5.62553,3272,26.8,"debt_consolidation","RENT",1,1,6,6.6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.6
"235","Charged Off",6000,"60 months",39996,21.99,3.9781,31994,93.5,"debt_consolidation","MORTGAGE",1,1,13,5.6,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"236","Charged Off",6000,"36 months",45000,19.04,5.3672,25082,80.8,"other","RENT",1,1,10,6,"default",3,"other","RENT"," > 1 Year",0.35
"237","Charged Off",30000,"60 months",525000,8.5,1.82821,37725,75,"other","MORTGAGE",1,1,14,3,"default",1,"other","MORTGAGE"," > 1 Year",0.35
"238","Charged Off",15000,"60 months",31000,18.46,13.3579,7258,53,"credit_card","RENT",1,1,9,4.2,"default",2,"credit_card","RENT"," > 1 Year",0.4
"239","Charged Off",9600,"36 months",42000,24.09,9.816,33634,96.4,"other","RENT",1,1,8,3.6,"default",4,"other","RENT"," > 1 Year",0.45
"240","Charged Off",3600,"36 months",60000,21.54,2.2108,15502,70.1,"debt_consolidation","RENT",1,1,12,6.4,"default",2,"debt_consolidation","RENT"," > 1 Year",0.35
"241","Charged Off",4000,"36 months",47000,15.63,3.17745,1625,4.4,"debt_consolidation","RENT",1,1,18,6.6,"default",8,"debt_consolidation","RENT"," > 1 Year",0.55
"242","Charged Off",23000,"60 months",45600,18.68,16.0055,0,0,"other","RENT",1,1,6,2.8,"default",0,"other","RENT"," < 1 Year",0.65
"243","Charged Off",12000,"60 months",35004,12.14,10.6784,9047,98.3,"debt_consolidation","MORTGAGE",1,1,4,2.4,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.25
"244","Charged Off",2200,"36 months",50000,21.65,1.67664,28958,65.7,"home_improvement","MORTGAGE",1,1,11,7,"default",5,"home_improvement","MORTGAGE"," > 1 Year",0.55
"245","Charged Off",24000,"60 months",150000,6.96,4.90176,21515,67.2,"debt_consolidation","RENT",0,1,9,4,"default",1,"debt_consolidation","RENT"," > 1 Year",0.6
"246","Charged Off",10275,"36 months",32400,27.78,11.6848,11362,34.6,"debt_consolidation","RENT",1,1,9,6.4,"default",6,"debt_consolidation","RENT"," > 1 Year",0.55
"247","Charged Off",23600,"60 months",73174,7.94,10.6167,9046,28.8,"wedding","MORTGAGE",0,1,12,1.6,"default",3,"other","MORTGAGE"," > 1 Year",0.6
"248","Charged Off",12000,"36 months",54600,14,8.81297,12007,94.5,"credit_card","MORTGAGE",1,1,7,5.8,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.35
"249","Charged Off",15000,"36 months",75000,16.34,7.8176,20796,59.8,"credit_card","MORTGAGE",1,1,16,5.4,"default",9,"credit_card","MORTGAGE"," > 1 Year",0.6
"250","Charged Off",25000,"60 months",60000,20.68,11.7044,19945,64.6,"debt_consolidation","RENT",1,1,9,4.4,"default",1,"debt_consolidation","RENT"," > 1 Year",0.5
"251","Charged Off",7875,"60 months",38400,10.28,6.15188,9047,70.1,"car","OWN",1,1,3,3.6,"default",7,"major_purchase","OWN"," > 1 Year",0.45
"252","Charged Off",12300,"36 months",45000,22.29,10.2045,27282,79.1,"debt_consolidation","RENT",1,1,6,6.6,"default",8,"debt_consolidation","RENT"," > 1 Year",0.5
"253","Charged Off",35000,"60 months",96000,15.04,10.6299,28782,88,"debt_consolidation","MORTGAGE",1,1,4,5,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"254","Charged Off",7000,"60 months",45996,12.18,4.27498,27126,67.1,"other","MORTGAGE",1,1,11,4.4,"default",5,"other","MORTGAGE"," > 1 Year",0.55
"255","Charged Off",15850,"60 months",28000,15.9,16.9809,16398,65.3,"credit_card","RENT",1,1,9,3.6,"default",1,"credit_card","RENT"," > 1 Year",0.6
"256","Charged Off",35000,"60 months",65000,10.34,14.511,17574,57.2,"small_business","RENT",1,1,5,5.8,"default",4,"small_business","RENT"," > 1 Year",0.25
"257","Charged Off",35000,"60 months",60000,1.5,15.8164,955,6.4,"small_business","RENT",0,1,5,6,"default",11,"small_business","RENT"," > 1 Year",0.55
"258","Charged Off",12000,"60 months",34000,13.41,10.9938,10928,49.4,"debt_consolidation","MORTGAGE",1,1,6,2.4,"default",8,"debt_consolidation","MORTGAGE"," > 1 Year",0.55
"259","Charged Off",29700,"60 months",58500,11.49,15.2297,8322,15.8,"small_business","RENT",1,1,9,3.6,"default",6,"small_business","RENT"," > 1 Year",0.65
"260","Charged Off",24000,"60 months",220000,8.05,2.95789,54079,41.2,"credit_card","MORTGAGE",1,1,11,6,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.6
"261","Charged Off",19750,"60 months",60000,8.8,9.087,19464,60.4,"credit_card","MORTGAGE",1,1,9,4.2,"default",11,"credit_card","MORTGAGE"," > 1 Year",0.45
"262","Charged Off",35000,"60 months",60000,13.06,18.17,20839,85.1,"credit_card","MORTGAGE",1,1,7,2.4,"default",5,"credit_card","MORTGAGE"," > 1 Year",0.65
"263","Charged Off",25975,"60 months",46000,11.8,17.4438,11259,94.6,"debt_consolidation","MORTGAGE",1,1,6,2.2,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.5
"264","Charged Off",15200,"36 months",96000,22.19,6.61162,48872,90.5,"other","MORTGAGE",1,1,15,4.8,"default",6,"other","MORTGAGE"," > 1 Year",0.4
"265","Charged Off",24000,"60 months",90000,17.15,7.55413,17948,56.3,"debt_consolidation","MORTGAGE",1,1,13,4.6,"default",7,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"266","Charged Off",8000,"36 months",36000,11.13,8.94533,10736,82,"debt_consolidation","RENT",0,1,6,6,"default",6,"debt_consolidation","RENT"," > 1 Year",0.6
"267","Charged Off",12000,"36 months",125000,6.1,4.06666,12136,44.2,"credit_card","RENT",0,1,9,3.2,"default",6,"credit_card","RENT"," > 1 Year",0.3
"268","Charged Off",13000,"36 months",118000,6.33,4.43481,20564,89.8,"credit_card","RENT",1,1,9,6,"default",7,"credit_card","RENT"," > 1 Year",0.35
"269","Charged Off",15000,"60 months",50004,21.41,9.19006,14020,47.7,"debt_consolidation","MORTGAGE",0,1,10,4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"270","Charged Off",35000,"60 months",220000,18.36,5.39613,51941,93.2,"home_improvement","MORTGAGE",1,1,8,0.4,"default",4,"home_improvement","MORTGAGE"," > 1 Year",0.5
"271","Charged Off",6000,"36 months",30000,8.92,8.02,8061,63,"debt_consolidation","RENT",1,1,5,5.8,"default",1,"debt_consolidation","RENT"," > 1 Year",0.4
"272","Charged Off",5000,"36 months",89000,24.54,2.39596,65029,92.6,"home_improvement","MORTGAGE",1,1,24,3.4,"default",11,"home_improvement","MORTGAGE"," > 1 Year",0.6
"273","Charged Off",19075,"60 months",41500,23.91,13.8807,12838,70.7,"debt_consolidation","RENT",1,1,11,3.8,"default",9,"debt_consolidation","RENT"," > 1 Year",0.5
"274","Charged Off",3000,"36 months",61160,8.24,1.86906,337,0.8,"moving","RENT",1,0,8,7,"default",1,"other","RENT"," > 1 Year",0.55
"275","Charged Off",7000,"36 months",45000,6.13,5.92747,9924,27.7,"other","RENT",1,1,17,7,"default",3,"other","RENT"," > 1 Year",0.35
"276","Charged Off",25000,"60 months",180000,7.04,4.60887,11260,78.7,"small_business","RENT",1,1,5,1.8,"default",8,"small_business","RENT"," > 1 Year",0.6
"277","Charged Off",12000,"60 months",68000,9.35,4.95724,5067,67.6,"debt_consolidation","MORTGAGE",0,1,6,4.4,"default",11,"debt_consolidation","MORTGAGE"," > 1 Year",0.35
"278","Charged Off",10400,"36 months",38004,19.58,11.4272,13017,63.2,"debt_consolidation","RENT",1,1,11,4.8,"default",11,"debt_consolidation","RENT"," > 1 Year",0.55
"279","Charged Off",3000,"36 months",40000,8.58,2.9316,1476,73.8,"debt_consolidation","RENT",1,1,6,5.4,"default",5,"debt_consolidation","RENT"," > 1 Year",0.35
"280","Charged Off",15075,"36 months",37000,20.5,17.0134,15806,72.2,"debt_consolidation","RENT",1,1,7,4.8,"default",7,"debt_consolidation","RENT"," > 1 Year",0.35
"281","Charged Off",28000,"60 months",120000,10.18,7.2081,35694,92.7,"debt_consolidation","MORTGAGE",1,1,9,2.2,"default",3,"debt_consolidation","MORTGAGE"," > 1 Year",0.6
"282","Charged Off",15000,"36 months",67000,17.57,10.3089,9984,99.8,"debt_consolidation","RENT",0,1,3,2,"default",11,"debt_consolidation","RENT"," > 1 Year",0.3
"283","Charged Off",5000,"36 months",142000,13.28,1.41744,32945,53.3,"debt_consolidation","MORTGAGE",1,1,11,6,"default",4,"debt_consolidation","MORTGAGE"," > 1 Year",0.4
"284","Charged Off",8000,"36 months",30000,3.88,10.312,273,18.2,"moving","RENT",1,1,4,5.2,"default",1,"other","RENT"," > 1 Year",0.45
"285","Charged Off",4500,"36 months",55000,18.92,3.36873,10637,66.8,"debt_consolidation","RENT",0,1,16,4.4,"default",11,"debt_consolidation","RENT"," > 1 Year",0.2
"286","Charged Off",12000,"36 months",69600,19.09,6.91362,20419,69.2,"wedding","RENT",0,1,12,5.8,"default",6,"other","RENT"," > 1 Year",0.5
"287","Charged Off",9000,"36 months",35000,6.38,10.2065,5761,91,"debt_consolidation","RENT",1,1,6,5.6,"default",3,"debt_consolidation","RENT"," > 1 Year",0.55
